accommodation_type,address,category,city,description,detail_content,detail_url,district,email,images,item_id,list_snippet,listing_source_type,name,num_rooms,phone,price_range,source,source_category_code,star_rating,ward,website
Khách sạn,"Lô 4-5, Hoàng Kế Viêm, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5194,Ngũ Hành Sơn,goldhoteldanang@gmail.com,[],5194,"Khách sạn Gold II Khách sạn Địa chỉ: Lô 4-5, Hoàng Kế Viêm, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng Số phòng: 45 Điện thoại cố định: 0236 0236 3958 179 Email: goldhoteldanang@gmail.com",Tự đăng ký,Khách Sạn Gold II,45,0236 0236 3958 179,,csdl_vietnamtourism,cslt,5 sao,Ngũ Hành Sơn,
Khách sạn,"387 An Thượng 30, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5212,Ngũ Hành Sơn,congtyducanh2009@gmail.com,[],5212,"Khách Sạn Đức Anh Khách sạn Địa chỉ: 387 An Thượng 30, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng Số phòng: 36 Điện thoại cố định: 0236 0236 3958 971 Email: congtyducanh2009@gmail.com",Tự đăng ký,Khách Sạn Đức Anh,36,0236 0236 3958 971,,csdl_vietnamtourism,cslt,5 sao,Ngũ Hành Sơn,
Khách sạn,"101 Trần Hưng Đạo, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5296,Sơn Trà,,[],5296,"Khách sạn Lê Khánh Khách sạn Địa chỉ: 101 Trần Hưng Đạo, Quận Sơn Trà, Thành phố Đà Nẵng Điện thoại cố định: 0236 0236 3917 886",Tự đăng ký,Khách Sạn Lê Khánh,,0236 0236 3917 886,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,
Khách sạn,"155 Hồ Nghinh, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5375,Sơn Trà,leeparkhotel@gmail.com,[],5375,"Khách sạn Lee Park Khách sạn Địa chỉ: 155 Hồ Nghinh, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 20 Điện thoại cố định: 0236 0236 3831 767 Email: leeparkhotel@gmail.com",Tự đăng ký,Khách Sạn Lee Park,20,0236 0236 3831 767,,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,
Khách sạn,"21 Tôn Thất Đạm, Thanh Khê, Quận Thanh Khê, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5380,Thanh Khê,khachsanswan@gmail.com,[],5380,"Khách sạn Swan Khách sạn Địa chỉ: 21 Tôn Thất Đạm, Thanh Khê, Quận Thanh Khê, Thành phố Đà Nẵng Số phòng: 13 Điện thoại di động: 093 471 49 09 Email: khachsanswan@gmail.com",Tự đăng ký,Khách Sạn Swan,13,093 471 49 09,,csdl_vietnamtourism,cslt,5 sao,Thanh Khê,
Khách sạn,"187 Hồ Nghinh, Sơn Trà, Quận Sơn Trà, Thành phố Đà Nẵng",accommodation,Đà Nẵng,"Một địa chỉ lưu trú sang trọng cho bạn và người thân gần bãi biển Phạm Văn Đồng - 1 trong 6 bãi biển được tạp chí Forbes bình chọn là quyến rũ nhất hành tinh, đó là Khách sạn Angel. Tọa lạc tại 187-189 đường Hồ Nghinh thành phố Đà Nẵng, Angel là nơi lý tưởng để quý khách trãi nghiệm một dịch vụ lưu trú nổi trội đẳng cấp với ""Tiêu chuẩn quốc tế và giá cả địa phương"".","Một địa chỉ lưu trú sang trọng cho bạn và người thân gần bãi biển Phạm Văn Đồng - 1 trong 6 bãi biển được tạp chí Forbes bình chọn là quyến rũ nhất hành tinh, đó là Khách sạn Angel. Tọa lạc tại 187-189 đường Hồ Nghinh thành phố Đà Nẵng, Angel là nơi lý tưởng để quý khách trãi nghiệm một dịch vụ lưu trú nổi trội đẳng cấp với ""Tiêu chuẩn quốc tế và giá cả địa phương"". ANGEL - Là khách sạn tiêu chuẩn quốc tế 3 sao gồm 12 tầng thông thoáng với 49 phòng nghỉ cao cấp sang trọng và trang thiết bị hiện đại kết hợp hài hòa giữa phong cách Á - Âu. Là nơi nghỉ ngơi thanh lịch, yên bình cạnh bờ biển, nơi bạn có thể phóng tầm nhìn bao quát đến bán đảo Sơn Trà, Danh thắng Ngũ hành Sơn và ngắm nhìn bình minh trên đại dương bao la. Ngoài ra, Quý khách có thể tham quan và trải nghiệm văn hóa của đô thị cổ Hội An, Thánh địa Mỹ Sơn, cảnh quan tuyệt đẹp của khu du lịch Bà Nà Hills và nhiều điểm du lịch hấp dẫn khác. Ngoài ra, Khách sạn Angel còn có khu nhà hàng với thực đơn đa dạng, phòng hội nghị với sức chứa 120 khách nhằm đáp ứng những nhu cầu đa dạng của khách hàng. Đến với Khách sạn Angel , Quý khách sẽ cảm thấy hoàn toàn thoải mái với các dịch vụ tiện ích được cung cấp như: Dịch vụ thư kí, Internet tốc độ cao, dịch vụ chuyển phát nhanh, dịch vụ bưu chính, văn phòng,in ấn, scan, fax, photocopy, dịch thuật Hình thức thanh toán: Bằng máy bay: các chuyến bay 2 chiều trong nước và quốc tế từ Sân bay Quốc tế Đà Nẵng Đường bộ: Quốc lộ 1 xuyên suốt từ Huế, Hội An, Nha Trang ... Bằng đường sắt: Hệ thống đường sắt quốc gia từ Nhà Ga Đà Nẵng Khoảng cách từ khách sạn đến các địa điểm xung quanh: Sân bay quốc tế Đà Nẵng: 10 phút đi ô tô Đô thị cổ Hội An: 30 phút đi ô tô Những bãi biển nổi tiếng: 5 phút tản bộ Các địa điểm vui chơi giải trí khu vực xung quanh: Hệ thống nhà hàng dọc theo bãi biển, Bảo tàng văn hóa Champa, Bảo tàng Hồ Chí Minh, cầu Sông Hàn, cầu Rồng, Chợ Hàn và các trung tâm mua sắm.... Thông tin liên hệ: Angel Hotel Đà Nẵng Địa chỉ: 187-189 Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng, Việt Nam Điện thoại: (+84) 236 3 94 10 00 - (+84) 236 3 94 11 14 Fax: (+84) 236 3 94 14 14 Mã số thuế: 0401625489 Email (đặt phòng): info@angelhoteldanang.com (Sales): sales@angelhoteldanang.com (Lễ tân): fo@angelhoteldanang.com Website: www.angelhoteldanang.com Rất hân hạnh được đón tiếp và phục vụ quý khách tại khách sạn ANGEL Đà Nẵng!",https://csdl.vietnamtourism.gov.vn/cslt/?item=5421,Sơn Trà,info@angelhoteldanang.com,[],5421,"Khách sạn Angel Khách sạn Địa chỉ: 187 Hồ Nghinh, Sơn Trà, Quận Sơn Trà, Thành phố Đà Nẵng Số phòng: 49 Giá: 700.000 - 1.374.000 Điện thoại cố định: 0236 3941 000/ 114 Fax: 0236 3941 414 Email: info@angelhoteldanang.com Website: angelhoteldanang.com",Tự đăng ký,Khách Sạn Angel,49,0236 3941 000/ 114 Fax: 0236 3941 414,700.000 - 1.374.000,csdl_vietnamtourism,cslt,5 sao,Sơn Trà,angelhoteldanang.com
Khách sạn,"100 Trần Hưng Đạo, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5488,Hội An,info@tntvillahoian.com,[],5488,"Biệt thự du lịch T&T Biệt thự du lịch Địa chỉ: 100 Trần Hưng Đạo, Thành phố Hội An, Quảng Nam Số phòng: 25 Điện thoại cố định: 0235 0235 3666 959 Email: info@tntvillahoian.com Website: http://www.tntvillahoian.com/vi/",Tự đăng ký,Biệt Thự Du Lịch T&T,25,0235 0235 3666 959,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://www.tntvillahoian.com/vi/
Khách sạn,"11 Đào Duy Từ, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5514,Hội An,vikhoavilla@gmail.com,[],5514,"Biệt thự du lịch Vi Khoa Biệt thự du lịch Địa chỉ: 11 Đào Duy Từ, Thành phố Hội An, Quảng Nam Số phòng: 13 Điện thoại cố định: 0235 0235 3921 979 Email: vikhoavilla@gmail.com",Tự đăng ký,Biệt Thự Du Lịch Vi Khoa,13,0235 0235 3921 979,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"103 Hùng Vương, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5538,Hội An,,[],5538,"Khách sạn Hoài Niệm Hội An Khách sạn Địa chỉ: 103 Hùng Vương, Thành phố Hội An, Quảng Nam Số phòng: 32 Điện thoại di động: 090 515 31 42",Tự đăng ký,Khách Sạn Hoài Niệm Hội An,32,090 515 31 42,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"26 Đào Duy Từ, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5552,Hội An,sontranghotelhoian@gmail.com,[],5552,"Khách sạn Sơn Trang Khách sạn Địa chỉ: 26 Đào Duy Từ, Thành phố Hội An, Quảng Nam Số phòng: 10 Điện thoại cố định: 0235 0235 3911 009 Email: sontranghotelhoian@gmail.com Website: http://sontranghotel.com",Tự đăng ký,Khách Sạn Sơn Trang,10,0235 0235 3911 009,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://sontranghotel.com
Khách sạn,"Tổ 4, Thôn Võng Nhi, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5564,Hội An,,[],5564,"Biệt thự du lịch Lime Biệt thự du lịch Địa chỉ: Tổ 4, thôn Võng Nhi, Thành phố Hội An, Quảng Nam Điện thoại di động: 093 523 12 41",Tự đăng ký,Biệt Thự Du Lịch Lime,,093 523 12 41,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"59 Lê Văn Hưu, Hội An Tây, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5580,Hội An,,[],5580,"Biệt thự Du lịch Tiến Phát Biệt thự du lịch Địa chỉ: 59 Lê Văn Hưu, Hội An Tây, Thành phố Hội An, Quảng Nam Điện thoại di động: 093 523 37 89",Tự đăng ký,Biệt Thự Du Lịch Tiến Phát,,093 523 37 89,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"144 Lê Thánh Tông, Hội An Đông, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5599,Hội An,,[],5599,"Biệt thự du lịch La Uy Biệt thự du lịch Địa chỉ: 144 Lê Thánh Tông, Hội An Đông, Thành phố Hội An, Quảng Nam Điện thoại di động: 077 343 03 51",Tự đăng ký,Biệt Thự Du Lịch La Uy,,077 343 03 51,,csdl_vietnamtourism,cslt,5 sao,Hội An,
Khách sạn,"77 Phan Bội Châu, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5638,Tam Kỳ,trangchauhotel@gmail.com,[],5638,"Khách sạn Trang Châu Khách sạn Địa chỉ: 77 Phan Bội Châu, Bàn Thạch, Thành phố Tam Kỳ, Quảng Nam Số phòng: 32 Điện thoại cố định: 0235 3851 225 Email: trangchauhotel@gmail.com Website: https://trangchauhotel.com/gioi-thieu/",Tự đăng ký,Khách Sạn Trang Châu,32,0235 3851 225,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,https://trangchauhotel.com/gioi-thieu/
Khách sạn,"345 Phan Châu Trinh, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5642,Tam Kỳ,,[],5642,"Khách sạn Hải Sơn Khách sạn Địa chỉ: 345 Phan Châu Trinh, Thành phố Tam Kỳ, Quảng Nam Điện thoại cố định: 0235 3859 464",Tự đăng ký,Khách Sạn Hải Sơn,,0235 3859 464,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,
Khách sạn,"Đường Mòn Hồ Chí Minh, Thạnh Mỹ, Huyện Nam Giang, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5704,Nam Giang,,[],5704,"Khách Sạn Hải Dương Khách sạn Địa chỉ: Đường mòn Hồ Chí Minh, Thạnh Mỹ, Huyện Nam Giang, Quảng Nam Điện thoại cố định: 0235 3840 666",Tự đăng ký,Khách Sạn Hải Dương,,0235 3840 666,,csdl_vietnamtourism,cslt,5 sao,Nam Giang,
Khách sạn,"Pà Păng, Huyện Nam Giang, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5707,Nam Giang,,[],5707,"Khách sạn FaiFo 3 Khách sạn Địa chỉ: Pà Păng, Huyện Nam Giang, Quảng Nam Điện thoại di động: 097 872 21 31",Tự đăng ký,Khách Sạn Faifo 3,,097 872 21 31,,csdl_vietnamtourism,cslt,5 sao,Nam Giang,
Khách sạn,"Đường Mòn Hồ Chí Minh, Thạnh Mỹ, Huyện Nam Giang, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5710,Nam Giang,,[],5710,"Khách sạn Hương Giang Khách sạn Địa chỉ: Đường mòn Hồ Chí Minh, Thạnh Mỹ, Huyện Nam Giang, Quảng Nam Điện thoại di động: 090 614 11 58",Tự đăng ký,Khách Sạn Hương Giang,,090 614 11 58,,csdl_vietnamtourism,cslt,5 sao,Nam Giang,
Khách sạn,"Đường Mòn Hồ Chí Minh, Thạnh Mỹ, Huyện Nam Giang, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5712,Nam Giang,,[],5712,"Khách sạn Đông Trường Sơn Khách sạn Địa chỉ: Đường mòn Hồ Chí Minh, Thạnh Mỹ, Huyện Nam Giang, Quảng Nam Điện thoại cố định: 0235 3840 254",Tự đăng ký,Khách Sạn Đông Trường Sơn,,0235 3840 254,,csdl_vietnamtourism,cslt,5 sao,Nam Giang,
Khách sạn,"773 Phạm Văn Đồng, Huyện Núi Thành, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5716,Núi Thành,,[],5716,"Khách sạn Thanh Lịch Khách sạn Địa chỉ: 773 Phạm Văn Đồng, Huyện Núi Thành, Quảng Nam Điện thoại cố định: 0235 3570 631",Tự đăng ký,Khách Sạn Thanh Lịch,,0235 3570 631,,csdl_vietnamtourism,cslt,5 sao,Núi Thành,
Khách sạn,"Phạm Văn Đồng, Huyện Núi Thành, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5719,Núi Thành,,[],5719,"Khách Sạn Như Ý Khách sạn Địa chỉ: Phạm Văn Đồng, Huyện Núi Thành, Quảng Nam Điện thoại cố định: 0235 3871 267",Tự đăng ký,Khách Sạn Như Ý,,0235 3871 267,,csdl_vietnamtourism,cslt,5 sao,Núi Thành,
Khách sạn,"Phạm Văn Đồng, Huyện Núi Thành, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5721,Núi Thành,,[],5721,"Khách sạn Phương Tây Khách sạn Địa chỉ: Phạm Văn Đồng, Huyện Núi Thành, Quảng Nam Điện thoại di động: 091 416 76 70",Tự đăng ký,Khách Sạn Phương Tây,,091 416 76 70,,csdl_vietnamtourism,cslt,5 sao,Núi Thành,
Khách sạn,"Khối 2, Núi Thành, Huyện Núi Thành, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5728,Núi Thành,,[],5728,"Khách sạn Vinh Cúc Khách sạn Địa chỉ: Khối 2, Núi Thành, Huyện Núi Thành, Quảng Nam Điện thoại cố định: 0235 3871 265",Tự đăng ký,Khách Sạn Vinh Cúc,,0235 3871 265,,csdl_vietnamtourism,cslt,5 sao,Núi Thành,
Khách sạn,"Trung Đàn, Huyện Phú Ninh, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5735,Phú Ninh,salesdlphuninh@gmail.com,[],5735,"Khách sạn nghỉ dưỡng Hồ Phú Ninh Khách sạn Địa chỉ: Trung Đàn, Huyện Phú Ninh, Quảng Nam Giá: 1.000.000 - 2.000.000 Điện thoại di động: 090 115 77 99 Email: salesdlphuninh@gmail.com Website: http://phuninhlake.com.vn/",Tự đăng ký,Khách Sạn Nghỉ Dưỡng Hồ Phú Ninh,,090 115 77 99,1.000.000 - 2.000.000,csdl_vietnamtourism,cslt,5 sao,Phú Ninh,http://phuninhlake.com.vn/
Khách sạn,"Lô H1-04, H1-05, H1-06 Phạm Văn Đồng, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5776,Hải Châu,baolamphuong.jsc@gmail.com,[],5776,"Khách sạn Hadana Boutique Khách sạn Địa chỉ: Lô H1-04, H1-05, H1-06 Phạm Văn Đồng, Quận Hải Châu, Thành phố Đà Nẵng Điện thoại cố định: 0236 3923 666 Email: baolamphuong.jsc@gmail.com",Tự đăng ký,Khách Sạn Hadana Boutique,,0236 3923 666,,csdl_vietnamtourism,cslt,5 sao,Hải Châu,
Khách sạn,"Khu Phố 5, Khâm Đức, Huyện Phước Sơn, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5816,Phước Sơn,,[],5816,"Khách sạn Xuân Mãi Khách sạn Địa chỉ: Khu phố 5, Khâm Đức, Huyện Phước Sơn, Quảng Nam Điện thoại cố định: 0235 3881 979",Tự đăng ký,Khách Sạn Xuân Mãi,,0235 3881 979,,csdl_vietnamtourism,cslt,5 sao,Phước Sơn,
Khách sạn,"43 Đường Hồ Chí Minh, Khâm Đức, Huyện Phước Sơn, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5817,Phước Sơn,,[],5817,"Khách sạn Phước Sơn Khách sạn Địa chỉ: 43 Đường Hồ Chí Minh, Khâm Đức, Huyện Phước Sơn, Quảng Nam Điện thoại cố định: 0235 3881 296",Tự đăng ký,Khách Sạn Phước Sơn,,0235 3881 296,,csdl_vietnamtourism,cslt,5 sao,Phước Sơn,
Khách sạn,"Bãi Biển Cửa Đại, Đường Âu Cơ, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5818,Hội An,info@koiresortspa.com.vn,[],5818,"Khách sạn nghỉ dưỡng Koi Hội An Khách sạn Địa chỉ: Bãi biển Cửa Đại, đường Âu Cơ, Thành phố Hội An, Quảng Nam Số phòng: 186 Điện thoại cố định: 0235 3914 777 Fax: 0235 3914 778 Email: info@koiresortspa.com.vn Website: http://koiresortspa.com.vn/vi/",Tự đăng ký,Khách Sạn Nghỉ Dưỡng Koi Hội An,186,0235 3914 777 Fax: 0235 3914 778,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://koiresortspa.com.vn/vi/
Khách sạn,"21 La Hối, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5830,Hội An,info@hoiangreenheavenresort.com,[],5830,"Khách sạn nghỉ dưỡng Green Heaven Hoi An Khách sạn Địa chỉ: 21 La Hối, Thành phố Hội An, Quảng Nam Số phòng: 75 Giá: 1.200.000 - 1.600.000 Điện thoại cố định: 0235 3962 969 Email: info@hoiangreenheavenresort.com Website: https://www.hoiangreenheavenresort.com/",Tự đăng ký,Khách Sạn Nghỉ Dưỡng Green Heaven Hoi An,75,0235 3962 969,1.200.000 - 1.600.000,csdl_vietnamtourism,cslt,5 sao,Hội An,https://www.hoiangreenheavenresort.com/
Khách sạn,"30 Nguyễn Du, Thành phố Hội An, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5832,Hội An,info.centralvilla@lepavillonhoian.com,[],5832,"Biệt thự du lịch Le Pavillon Hoi An Central Biệt thự du lịch Địa chỉ: 30 Nguyễn Du, Thành phố Hội An, Quảng Nam Điện thoại cố định: 0235 3863 999 Email: info.centralvilla@lepavillonhoian.com Website: http://www.lepavillonhoian.com/",Tự đăng ký,Biệt Thự Du Lịch Le Pavillon Hoi An Central,,0235 3863 999,,csdl_vietnamtourism,cslt,5 sao,Hội An,http://www.lepavillonhoian.com/
Khách sạn,"142 Huỳnh Thúc Kháng, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5833,Tam Kỳ,,[],5833,"Khách sạn New Life Khách sạn Địa chỉ: 142 Huỳnh Thúc Kháng, Thành phố Tam Kỳ, Quảng Nam Điện thoại cố định: 0235 3825 789",Tự đăng ký,Khách Sạn New Life,,0235 3825 789,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,
Khách sạn,"495 Phan Chu Trinh, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5840,Tam Kỳ,,[],5840,"Khách sạn Thiên Thanh Khách sạn Địa chỉ: 495 Phan Chu Trinh, Thành phố Tam Kỳ, Quảng Nam Số phòng: 77 Điện thoại cố định: 0235 3851 377 Website: http://www.thienthanhgroup.vn/",Tự đăng ký,Khách Sạn Thiên Thanh,77,0235 3851 377,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,http://www.thienthanhgroup.vn/
Khách sạn,"540 Phan Châu Trinh, Thành phố Tam Kỳ, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5843,Tam Kỳ,,[],5843,"Khách sạn Đông Á Khách sạn Địa chỉ: 540 Phan Châu Trinh, Thành phố Tam Kỳ, Quảng Nam Điện thoại cố định: 0235 3834 666",Tự đăng ký,Khách Sạn Đông Á,,0235 3834 666,,csdl_vietnamtourism,cslt,5 sao,Tam Kỳ,
Khách sạn,"Quốc Lộ 1A, Thôn Liễu Trì, Huyện Thăng Bình, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5846,Thăng Bình,,[],5846,"Khách sạn Ý Y Khách sạn Địa chỉ: Quốc lộ 1A, Thôn Liễu Trì , Huyện Thăng Bình, Quảng Nam Điện thoại cố định: 0235 6531 532",Tự đăng ký,Khách Sạn Ý Y,,0235 6531 532,,csdl_vietnamtourism,cslt,5 sao,Thăng Bình,
Khách sạn,"4 - 6 Nguyễn Hoàng, Thăng Bình, Huyện Thăng Bình, Quảng Nam",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=5856,Thăng Bình,khachsanfamily@gmail.com,[],5856,"Khách Sạn Family Khách sạn Địa chỉ: 4 - 6 Nguyễn Hoàng, Thăng Bình, Huyện Thăng Bình, Quảng Nam Điện thoại di động: 091 343 40 77 Email: khachsanfamily@gmail.com",Tự đăng ký,Khách Sạn Family,,091 343 40 77,,csdl_vietnamtourism,cslt,5 sao,Thăng Bình,
Khách sạn,"193 Nguyễn Văn Linh, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6211,Hải Châu,,[],6211,"Khách sạn Đỗ Hải Khách sạn Địa chỉ: 193 Nguyễn Văn Linh, Quận Hải Châu, Thành phố Đà Nẵng Điện thoại cố định: 0236 6265 333",Tự đăng ký,Khách Sạn Đỗ Hải,,0236 6265 333,,csdl_vietnamtourism,cslt,5 sao,Hải Châu,
Khách sạn,"06 Lê Lợi, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6214,Hải Châu,info@magnoliahoteldn.com,[],6214,"Khách sạn Magnolia Khách sạn Địa chỉ: 06 Lê Lợi, Quận Hải Châu, Thành phố Đà Nẵng Số phòng: 95 Điện thoại cố định: 0236 3849 501 Email: info@magnoliahoteldn.com Website: https://magnoliahoteldn.com/",Tự đăng ký,Khách Sạn Magnolia,95,0236 3849 501,,csdl_vietnamtourism,cslt,5 sao,Hải Châu,https://magnoliahoteldn.com/
Khách sạn,"48 - 2 Tháng 9, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6218,Hải Châu,info@phuanhotel.vn,[],6218,"Khách sạn Phú An Khách sạn Địa chỉ: 48 - 2 Tháng 9, Quận Hải Châu, Thành phố Đà Nẵng Giá: 850.000 - 1.300.000 Điện thoại cố định: 0236 3814 848 Email: info@phuanhotel.vn Website: http://phuanhotel.vn",Tự đăng ký,Khách Sạn Phú An,,0236 3814 848,850.000 - 1.300.000,csdl_vietnamtourism,cslt,5 sao,Hải Châu,http://phuanhotel.vn
Khách sạn,"195/14 Nguyễn Chí Thanh, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6219,Hải Châu,,[],6219,"Nhà nghỉ du lịch Baphu House Nhà nghỉ du lịch Địa chỉ: 195/14 Nguyễn Chí Thanh, Quận Hải Châu, Thành phố Đà Nẵng Điện thoại di động: 093 244 27 72",Tự đăng ký,Nhà Nghỉ Du Lịch Baphu House,,093 244 27 72,,csdl_vietnamtourism,cslt,5 sao,Hải Châu,
Khách sạn,"22 Bạch Đằng, Quận Hải Châu, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6223,Hải Châu,rolexhoteldanang@gmail.com,[],6223,"Khách sạn Rolex Khách sạn Địa chỉ: 22 Bạch Đằng, Quận Hải Châu, Thành phố Đà Nẵng Điện thoại cố định: 0236 3810 392 Email: rolexhoteldanang@gmail.com",Tự đăng ký,Khách Sạn Rolex,,0236 3810 392,,csdl_vietnamtourism,cslt,5 sao,Hải Châu,
Khách sạn,"27 Nguyễn Văn Linh, Quận Thanh Khê, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6229,Thanh Khê,duyanhhotel@gmail.com,[],6229,"Khách sạn Duy Tân Khách sạn Địa chỉ: 27 Nguyễn Văn Linh, Quận Thanh Khê, Thành phố Đà Nẵng Số phòng: 18 Điện thoại cố định: 0236 3829 678 Email: duyanhhotel@gmail.com",Tự đăng ký,Khách Sạn Duy Tân,18,0236 3829 678,,csdl_vietnamtourism,cslt,5 sao,Thanh Khê,
Khách sạn,"46 Đào Duy Anh, Quận Thanh Khê, Thành phố Đà Nẵng",accommodation,Đà Nẵng,,,https://csdl.vietnamtourism.gov.vn/cslt/?item=6233,Thanh Khê,thaiduong.hotel.dn@gmail.com,[],6233,"Khách sạn Thái Dương Khách sạn Địa chỉ: 46 Đào Duy Anh, Quận Thanh Khê, Thành phố Đà Nẵng Giá: 280.000 - 380.000 Điện thoại cố định: 0236 3823 343 Email: thaiduong.hotel.dn@gmail.com Website: https://thaiduonghotel.com",Tự đăng ký,Khách Sạn Thái Dương,,0236 3823 343,280.000 - 380.000,csdl_vietnamtourism,cslt,5 sao,Thanh Khê,https://thaiduonghotel.com
